age,education_level,university_tier,cgpa,internships,projects,programming_languages,certifications,experience_years,hackathons,research_papers,skills_score,hired,soft_skills_score,resume_length_words,company_type
28,0,2,7.93,2,3,1,3,2.53,0,0,12.5,1,3.67,641,1
34,0,1,7.3,3,5,2,0,1.84,0,0,14.0,1,7.85,337,0
23,0,0,7.54,2,3,2,2,1.75,1,0,14.0,0,9.5,354,2
33,1,0,7.66,1,3,5,0,2.84,0,0,16.0,1,7.07,350,2
23,0,2,8.04,2,2,1,0,0.2,0,0,6.0,1,6.98,455,2
30,0,1,7.28,1,1,3,1,0.86,2,0,11.5,0,8.88,390,0
25,0,1,9.25,1,4,4,0,6.67,0,0,16.0,1,9.95,517,0
28,1,1,6.58,1,7,3,2,3.4,0,0,23.0,1,9.59,364,0
26,1,1,7.85,1,5,5,2,0.04,0,0,23.0,1,7.25,285,2
25,1,0,7.16,4,0,1,0,1.91,0,0,2.0,1,9.98,310,1
25,0,1,7.49,1,2,3,1,1.64,0,0,11.5,1,8.06,512,1
31,0,0,5.72,4,1,3,0,0.12,1,0,9.0,1,7.9,299,1
32,1,0,7.69,4,4,2,1,0.03,3,0,16.5,1,3.68,239,0
26,1,0,8.17,1,1,4,3,2.07,0,0,14.5,0,5.08,509,2
28,1,2,7.42,3,4,1,4,0.73,1,0,17.0,0,7.08,426,1
26,2,2,7.39,1,2,3,0,3.64,0,2,10.0,1,7.88,527,0
27,1,1,6.66,0,3,3,0,2.3,1,0,13.0,1,4.41,443,2
29,0,1,6.06,0,0,3,0,1.44,0,0,6.0,0,8.66,608,1
27,0,2,7.16,1,1,3,3,0.82,1,0,13.5,1,9.13,560,0
34,0,0,6.88,4,2,3,2,6.32,1,0,14.0,1,8.96,387,0
29,0,1,6.9,0,5,1,0,0.7,0,0,12.0,0,6.76,444,0
30,0,0,7.56,2,3,3,1,0.36,1,0,14.5,1,5.38,498,2
33,1,2,8.52,1,3,5,1,2.27,0,0,17.5,0,8.89,614,2
21,1,0,9.29,2,1,2,3,2.66,0,0,10.5,1,8.19,518,2
23,0,2,8.22,1,5,1,1,0.06,1,1,14.5,1,3.26,554,0
26,0,1,7.86,1,4,3,1,3.34,0,0,15.5,0,6.51,568,2
23,0,0,8.57,0,1,5,1,4.47,1,1,14.5,1,8.76,665,2
31,1,1,7.27,2,2,1,0,0.48,0,0,6.0,1,6.98,356,1
34,0,0,8.59,0,3,5,2,1.76,0,0,19.0,1,4.88,511,2
22,0,2,7.54,1,3,2,1,3.0,1,1,12.5,1,3.12,422,0
25,0,0,8.26,2,1,3,2,1.37,0,0,11.0,1,4.59,498,1
21,2,2,7.43,1,4,5,1,1.74,0,0,19.5,0,7.28,436,0
25,1,1,7.6,2,1,3,2,2.41,1,0,12.0,0,4.77,529,1
33,0,1,7.21,2,2,2,1,0.62,1,1,10.5,0,3.08,650,0
31,1,2,7.28,4,3,5,1,0.18,1,0,18.5,1,3.49,409,0
28,1,2,7.6,0,3,4,0,0.23,0,0,14.0,0,5.66,644,2
29,0,2,8.06,2,3,5,3,4.57,2,1,22.5,1,6.25,275,2
30,0,2,6.87,2,4,5,0,1.74,0,1,18.0,1,8.31,465,0
33,0,0,6.18,1,6,5,0,1.05,0,0,22.0,1,6.79,405,0
26,1,1,6.32,2,1,4,2,0.1,0,0,13.0,1,8.45,466,1
24,0,0,7.87,1,2,3,1,1.18,0,0,11.5,0,4.05,509,0
23,1,0,6.02,1,2,1,0,4.75,0,0,6.0,0,5.45,467,1
28,1,1,6.95,1,3,4,0,0.39,0,1,14.0,1,6.62,525,0
32,0,2,7.25,1,2,3,2,1.19,1,0,14.0,1,3.11,319,2
22,0,1,8.04,2,6,3,0,1.2,1,0,19.0,1,9.73,483,0
28,0,0,8.28,3,5,1,1,1.39,0,0,13.5,0,9.46,660,1
27,0,1,7.06,1,2,5,0,0.93,0,0,14.0,0,7.65,578,0
22,0,0,7.63,1,2,4,1,0.63,1,1,14.5,1,4.49,636,0
22,0,2,6.75,2,3,4,0,0.83,2,0,16.0,1,3.97,599,1
22,0,0,7.89,0,3,3,2,3.31,1,0,16.0,1,9.22,435,1
21,1,1,7.77,2,2,4,1,0.3,0,0,13.5,1,5.01,406,0
27,1,1,6.92,0,1,1,2,2.16,2,0,9.0,1,5.64,304,1
28,0,2,7.05,0,4,4,0,0.85,0,0,16.0,1,5.77,580,1
27,1,1,8.85,3,1,2,1,2.24,0,0,7.5,1,4.49,481,1
24,1,1,8.55,1,3,5,1,0.24,0,0,17.5,0,8.07,438,1
31,1,1,6.85,2,3,1,2,0.53,1,0,12.0,1,7.03,647,1
32,0,2,7.59,0,2,2,2,0.61,0,1,11.0,1,9.22,510,1
29,2,1,7.29,1,2,4,0,1.09,1,0,13.0,0,4.54,204,0
33,0,1,8.12,3,2,1,0,2.04,3,0,9.0,0,5.38,508,0
22,0,0,6.86,1,3,1,3,0.38,1,0,13.5,1,6.46,582,0
25,1,0,7.71,1,0,3,1,0.99,1,0,8.5,0,6.31,421,0
22,0,1,8.15,2,3,3,1,0.48,1,0,14.5,0,9.87,356,1
23,1,2,8.87,1,6,1,2,2.83,1,0,18.0,0,7.17,319,0
22,1,2,6.52,2,3,5,1,6.02,2,0,19.5,1,5.87,438,2
28,0,0,8.8,3,0,4,0,2.36,0,0,8.0,1,5.0,446,2
30,1,0,7.28,7,4,2,0,2.55,1,0,13.0,1,7.04,424,0
34,0,0,9.02,1,3,5,0,2.23,0,1,16.0,1,6.83,690,0
33,1,1,7.81,2,3,3,1,1.89,1,0,14.5,1,6.56,591,1
26,1,0,7.18,4,2,3,2,0.66,0,0,13.0,1,9.61,278,0
25,1,1,8.0,2,3,5,1,3.97,2,0,19.5,1,6.53,431,0
25,1,1,7.39,3,2,3,1,2.48,0,0,11.5,1,4.6,309,1
29,0,1,7.54,3,2,5,0,1.38,1,0,15.0,1,4.09,456,0
22,0,0,6.49,2,2,4,0,0.64,1,0,13.0,0,9.37,580,1
33,0,0,6.71,3,2,2,1,1.11,0,0,9.5,0,9.98,395,2
21,0,1,7.8,4,2,4,0,0.17,0,0,12.0,1,7.15,386,0
26,1,1,6.59,1,1,3,1,0.93,3,0,12.5,1,8.09,585,1
28,1,1,7.08,2,2,1,0,3.05,3,0,9.0,1,5.94,439,0
28,1,1,8.59,1,4,5,0,1.25,0,0,18.0,1,9.03,246,0
26,1,2,7.3,1,2,4,2,3.65,1,0,16.0,1,5.43,479,1
23,0,0,8.08,3,2,2,0,6.16,2,0,10.0,1,3.13,529,0
23,0,0,7.51,2,2,1,2,5.66,1,1,10.0,1,3.27,624,1
22,1,1,6.42,2,4,5,2,0.32,0,0,21.0,1,8.78,313,0
33,0,2,7.57,1,5,5,1,1.46,0,0,21.5,1,5.95,487,0
22,1,1,7.91,2,3,1,1,3.38,0,0,9.5,1,9.77,391,0
22,0,1,7.24,1,3,5,1,0.77,0,1,17.5,0,5.92,492,0
27,1,0,8.46,4,6,5,1,0.33,0,0,23.5,1,9.62,526,0
30,0,0,8.95,3,4,3,0,1.11,1,0,15.0,0,6.29,359,2
29,0,0,5.92,2,3,2,0,1.71,1,1,11.0,0,8.05,674,2
30,1,1,6.23,1,5,2,1,1.87,1,0,16.5,1,5.05,418,1
34,0,2,7.19,3,1,4,0,6.09,0,0,10.0,1,6.84,441,1
31,0,1,7.42,4,3,3,0,0.61,0,0,12.0,1,5.28,531,2
33,0,1,7.51,0,6,1,1,0.61,0,1,15.5,1,7.74,520,1
27,0,2,6.71,1,3,4,3,0.21,2,1,20.5,1,4.59,362,1
32,0,1,7.44,2,2,1,1,1.64,0,0,7.5,1,5.51,677,2
28,1,2,6.89,2,4,1,0,0.36,1,0,11.0,1,7.44,418,1
32,0,2,8.0,4,1,1,0,1.59,0,0,4.0,1,5.13,323,2
32,1,1,7.42,2,3,5,0,0.86,1,0,17.0,1,4.95,517,2
25,0,1,8.31,2,2,1,1,5.92,0,0,7.5,1,5.66,351,0
22,1,1,6.3,1,2,2,0,0.35,1,0,9.0,1,7.35,605,1
34,0,0,7.85,0,2,4,1,1.48,2,0,15.5,0,5.33,505,0
28,0,1,7.08,0,0,2,2,2.76,0,0,7.0,1,6.04,303,2
25,0,1,9.24,4,2,1,1,0.44,2,0,9.5,1,3.15,517,2
33,1,1,7.74,1,5,4,0,0.92,0,0,18.0,0,7.9,379,0
34,0,0,6.34,1,2,4,0,1.15,1,1,13.0,1,8.68,545,1
29,0,1,8.71,1,4,1,3,1.86,0,0,14.5,1,8.79,527,2
26,0,1,7.74,1,1,1,0,1.1,2,1,6.0,1,6.85,367,1
33,2,1,9.23,1,5,3,0,0.05,0,0,16.0,0,5.97,442,1
27,0,2,8.2,2,8,5,0,2.97,0,0,26.0,1,4.3,591,0
21,0,2,7.45,1,3,2,2,3.63,1,0,14.0,0,7.59,573,1
28,0,2,7.02,2,4,4,1,0.51,1,0,18.5,1,7.04,326,0
27,1,1,6.72,0,2,5,1,1.94,0,0,15.5,1,6.01,351,2
27,0,0,8.56,1,2,2,1,3.99,0,0,9.5,1,7.3,430,0
27,0,2,7.3,2,1,4,0,3.42,1,0,11.0,0,9.68,662,2
27,2,1,7.35,1,0,3,1,2.48,0,1,7.5,1,3.95,248,1
31,1,1,7.25,1,2,5,0,0.68,2,0,16.0,0,9.75,496,1
21,0,2,8.38,0,3,3,0,0.33,0,0,12.0,1,6.99,303,2
32,0,0,8.69,3,4,5,0,3.46,2,0,20.0,1,8.82,523,1
29,0,0,9.53,1,3,3,0,0.0,2,0,14.0,1,9.96,502,0
27,0,0,9.25,2,1,3,2,1.16,0,0,11.0,0,9.5,368,0
27,1,0,7.22,1,5,2,1,4.79,1,0,16.5,1,5.79,575,2
31,0,1,7.07,1,1,2,2,3.05,1,0,10.0,1,6.2,590,2
33,0,2,6.22,1,0,3,1,2.67,0,1,7.5,1,7.24,287,2
32,0,1,7.16,1,1,2,0,0.73,1,0,7.0,0,7.47,322,2
21,1,1,8.92,1,6,2,1,0.75,0,0,17.5,0,4.6,325,0
26,2,2,8.0,0,6,1,2,0.28,0,0,17.0,1,9.63,626,1
30,0,0,8.42,1,4,2,1,0.35,0,0,13.5,0,8.8,556,1
28,0,2,7.59,0,1,1,1,4.17,3,0,8.5,0,3.91,543,2
34,0,1,8.09,2,2,1,1,0.04,1,0,8.5,0,9.94,542,1
25,0,0,7.84,1,4,4,1,3.93,0,0,17.5,1,9.97,425,1
32,0,1,7.44,1,3,4,1,0.39,0,1,15.5,0,5.48,345,0
32,1,1,8.08,0,4,5,2,0.31,0,0,21.0,0,8.94,531,1
21,0,2,7.75,3,6,1,4,0.6,2,0,22.0,1,4.82,641,0
33,0,1,7.51,0,4,5,2,1.6,1,0,22.0,1,4.12,237,2
25,1,0,7.72,3,5,4,2,4.75,1,1,22.0,1,8.98,478,2
22,0,2,7.78,2,2,4,1,1.58,0,0,13.5,1,6.93,710,2
22,1,2,6.21,2,2,1,0,0.6,1,0,7.0,1,3.43,453,1
24,0,2,7.21,1,1,2,1,2.15,1,0,8.5,1,8.83,482,1
34,0,0,8.56,1,3,1,2,0.3,0,0,11.0,1,5.68,211,1
32,0,1,8.54,1,5,2,0,1.92,0,1,14.0,1,4.18,417,0
31,0,0,6.5,1,1,4,0,0.5,0,0,10.0,0,6.69,677,0
24,1,1,7.77,1,4,2,1,1.52,2,0,15.5,0,6.29,492,0
30,1,0,7.37,1,3,2,1,1.24,0,0,11.5,1,8.62,582,0
27,0,0,6.27,3,2,4,2,0.42,0,0,15.0,1,6.35,556,1
29,0,1,7.88,3,5,5,1,1.02,0,0,21.5,1,7.65,451,1
31,0,0,8.31,0,2,3,0,0.11,0,0,10.0,1,5.48,332,1
32,0,2,7.42,1,3,4,0,1.02,1,0,15.0,0,3.77,482,1
22,0,2,7.03,2,5,2,2,0.17,1,0,18.0,1,3.3,402,2
28,1,0,6.55,3,4,4,0,1.04,0,0,16.0,1,5.24,387,0
34,0,2,7.91,1,2,5,0,8.23,1,0,15.0,1,7.68,515,1
28,1,0,5.65,0,4,1,0,4.52,1,0,11.0,1,3.07,190,0
31,0,0,6.99,1,4,3,2,2.6,1,0,18.0,0,4.74,618,1
28,0,0,7.16,1,4,1,0,0.26,2,0,12.0,1,4.06,384,2
29,0,2,8.26,0,3,4,1,0.61,0,0,15.5,0,6.24,437,0
29,1,2,7.9,1,3,3,3,0.81,3,0,19.5,1,8.22,409,2
34,0,2,8.81,3,2,2,1,3.25,0,0,9.5,0,6.87,438,1
30,2,2,8.64,2,2,1,2,0.12,0,0,9.0,1,7.26,383,0
27,0,2,7.9,1,1,4,1,4.69,1,0,12.5,1,9.62,509,2
25,1,2,5.06,1,1,4,0,0.87,1,0,11.0,1,6.2,432,1
27,0,2,8.61,0,6,3,1,0.98,0,0,19.5,1,8.7,353,2
34,1,0,7.63,3,4,5,3,5.55,1,0,23.5,1,5.41,459,2
27,0,2,6.95,0,4,2,0,4.05,0,2,12.0,1,7.34,307,1
30,1,2,5.64,4,2,2,0,2.22,0,0,8.0,0,8.38,418,2
30,0,0,7.64,3,3,1,2,1.56,0,0,11.0,1,8.79,357,0
27,1,1,7.72,4,3,3,1,0.73,3,0,16.5,1,4.55,426,0
28,2,2,6.92,0,1,2,0,0.47,1,0,7.0,1,4.78,270,0
22,1,2,8.05,3,3,3,1,0.34,0,0,13.5,1,5.64,352,1
33,0,1,9.11,1,2,1,1,1.16,3,0,10.5,1,4.75,323,0
24,0,0,6.4,2,4,4,1,0.26,0,0,17.5,1,6.78,591,2
32,0,1,7.42,1,1,4,0,4.25,0,0,10.0,1,8.65,477,0
29,1,2,8.03,0,6,4,2,0.13,1,0,24.0,1,4.07,474,1
24,0,0,7.67,1,5,3,1,0.78,0,1,17.5,1,5.85,524,2
22,2,2,7.6,1,2,3,1,0.36,1,0,12.5,1,8.09,582,0
27,1,1,6.77,2,8,3,3,5.67,1,1,27.5,1,7.93,283,1
26,0,1,7.36,1,3,4,0,1.28,0,1,14.0,1,4.67,503,2
24,0,1,7.68,2,1,5,2,0.64,0,0,15.0,1,7.62,496,0
33,1,2,7.87,4,4,5,0,0.85,2,1,20.0,1,9.77,409,0
28,0,1,7.3,2,7,1,2,0.8,0,1,19.0,1,7.38,329,0
26,1,2,6.08,1,2,1,0,0.45,1,0,7.0,0,5.29,542,2
28,0,2,7.76,3,2,1,1,3.34,0,0,7.5,1,6.6,387,2
24,0,1,8.51,2,3,2,0,0.22,0,0,10.0,1,5.37,549,1
22,0,0,6.78,3,5,5,0,0.08,0,0,20.0,1,6.72,461,0
32,1,1,7.85,2,2,1,0,0.32,0,0,6.0,1,8.89,246,2
26,0,1,6.27,4,4,1,0,0.01,2,0,12.0,1,3.94,506,2
29,0,0,6.55,1,3,4,2,1.01,0,0,17.0,0,5.89,523,0
32,0,1,7.28,2,2,4,0,0.41,2,0,14.0,1,7.44,382,0
29,0,2,7.83,2,1,2,1,1.84,1,0,8.5,1,6.26,253,0
31,0,2,7.79,1,1,4,3,0.99,0,0,14.5,1,8.47,370,0
33,1,1,6.83,3,4,2,0,2.03,0,0,12.0,1,4.13,511,0
29,0,1,6.89,2,2,2,1,1.31,0,0,9.5,1,9.12,571,1
34,0,2,7.55,1,3,4,0,1.42,0,0,14.0,1,9.85,361,2
23,0,2,6.95,2,2,1,1,0.86,0,0,7.5,0,5.52,365,1
23,2,0,9.65,2,2,5,1,1.58,0,0,15.5,1,3.8,344,2
30,1,0,7.79,3,2,2,4,0.68,1,0,15.0,1,9.91,357,1
23,0,0,7.03,1,3,1,2,0.33,1,1,12.0,1,5.46,596,0
25,0,1,6.56,1,2,2,1,0.61,0,0,9.5,0,6.45,528,0
25,2,2,6.86,2,6,5,1,3.4,0,0,23.5,1,4.7,535,1
33,0,2,8.01,2,1,5,1,3.05,0,0,13.5,1,3.39,569,0
25,0,1,6.65,2,1,4,3,1.73,0,1,14.5,1,3.88,522,1
28,1,1,7.71,2,0,5,2,2.11,3,0,16.0,0,4.66,298,1
30,0,1,7.83,1,5,5,0,2.29,1,0,21.0,1,9.92,363,0
32,0,0,6.25,0,3,1,0,1.39,2,0,10.0,1,8.57,555,2
28,0,2,6.95,1,4,1,2,0.83,0,0,13.0,0,5.94,585,0
34,0,1,8.22,0,3,5,1,1.96,0,0,17.5,1,5.24,448,0
28,0,1,8.56,2,1,5,1,0.09,0,1,13.5,1,4.01,447,1
34,0,2,7.53,4,1,4,1,1.44,0,1,11.5,1,6.39,551,2
29,1,0,5.95,3,2,3,1,0.1,0,0,11.5,1,9.35,468,2
30,1,1,7.18,0,2,4,1,1.41,1,0,14.5,1,9.95,419,1
26,1,1,6.95,0,4,5,0,0.37,0,0,18.0,1,9.31,309,2
22,1,2,8.73,2,3,3,0,2.1,1,0,13.0,1,3.46,457,0
29,0,2,7.21,1,3,2,0,0.54,1,0,11.0,0,4.11,466,1
26,0,0,8.94,3,2,1,1,0.14,0,0,7.5,0,3.99,398,1
21,0,2,7.88,0,3,1,0,0.11,0,0,8.0,1,4.13,631,2
32,0,0,8.5,1,2,4,1,1.45,0,0,13.5,0,3.87,545,2
32,0,2,8.72,1,2,2,0,0.53,1,0,9.0,1,3.67,276,1
25,0,1,6.75,1,5,2,1,0.28,0,0,15.5,1,5.45,633,2
27,0,1,6.91,0,3,3,1,1.58,0,0,13.5,1,4.11,383,0
34,0,1,7.6,1,4,5,0,0.22,0,0,18.0,0,4.01,406,0
32,1,1,6.91,1,3,2,0,0.18,0,0,10.0,1,6.67,406,1
32,0,0,6.84,1,0,1,0,0.07,0,0,2.0,1,4.42,386,1
21,2,2,7.61,0,6,2,1,0.23,1,1,18.5,0,3.04,526,0
27,0,2,8.27,3,3,5,1,0.02,2,0,19.5,1,7.87,548,1
31,1,1,7.83,3,3,4,1,0.29,0,0,15.5,0,5.3,493,2
25,0,0,6.54,2,5,5,2,0.36,0,1,23.0,1,8.16,456,1
25,0,0,6.63,1,3,1,0,1.39,0,0,8.0,1,9.25,543,0
22,2,1,7.0,1,5,4,2,0.31,1,0,22.0,0,9.48,650,2
32,0,0,7.59,1,4,5,0,0.21,0,1,18.0,1,4.24,645,2
24,1,1,7.62,2,2,4,1,2.5,0,0,13.5,1,7.71,376,0
29,2,1,7.08,1,2,1,1,1.88,0,0,7.5,1,3.52,394,1
32,2,0,6.88,0,3,2,0,2.66,0,0,10.0,1,6.24,387,2
22,0,1,6.95,1,3,1,0,0.96,0,1,8.0,1,5.99,291,0
29,1,1,7.59,0,5,1,0,2.77,0,0,12.0,1,4.42,305,0
28,1,2,7.71,1,3,4,0,1.7,0,0,14.0,1,8.43,346,2
33,0,1,7.37,1,2,1,2,0.17,0,0,9.0,0,9.39,586,0
24,1,1,7.38,0,3,3,0,0.15,1,0,13.0,1,4.81,400,0
32,0,2,8.94,1,0,4,2,3.45,0,1,11.0,1,4.75,591,0
22,0,1,7.82,1,2,4,1,0.45,0,1,13.5,1,4.37,612,1
26,0,2,7.96,1,4,1,1,1.08,0,1,11.5,1,7.81,365,1
27,0,2,7.13,2,5,5,1,1.88,0,0,21.5,0,3.39,597,2
22,0,2,9.2,2,2,5,1,1.22,1,1,16.5,1,3.45,373,2
28,0,2,5.48,1,4,5,3,1.4,0,1,22.5,0,4.22,654,1
29,1,2,6.94,1,4,3,0,1.39,1,1,15.0,1,6.82,366,2
25,0,1,8.33,1,3,4,0,0.62,0,0,14.0,1,4.77,352,2
26,2,1,6.95,2,2,3,2,0.83,0,2,13.0,1,9.91,244,0
26,1,0,6.66,3,4,4,1,0.81,0,0,17.5,1,5.77,608,0
30,1,1,7.14,4,4,5,1,0.04,0,1,19.5,1,6.29,514,0
22,1,2,6.88,1,7,5,1,3.38,0,0,25.5,1,3.46,410,1
33,0,1,9.21,0,2,3,1,3.3,1,0,12.5,1,7.94,342,1
31,0,2,7.23,2,0,3,1,0.03,0,0,7.5,1,8.52,502,0
21,0,0,8.83,2,2,1,1,0.32,0,1,7.5,1,5.34,502,1
34,1,0,7.15,4,3,4,1,0.73,2,0,17.5,0,8.08,503,0
31,1,0,8.88,1,2,2,1,0.9,1,0,10.5,1,4.59,618,2
25,0,0,8.0,1,2,2,0,3.47,1,0,9.0,0,8.59,360,2
26,0,1,7.69,2,1,2,0,2.83,2,0,8.0,0,6.8,265,2
34,1,1,7.67,2,3,2,0,4.22,1,0,11.0,1,5.78,593,2
32,0,2,7.17,3,4,4,1,0.67,0,1,17.5,1,8.04,410,2
34,1,0,7.87,1,4,3,2,1.55,1,0,18.0,1,7.3,150,0
21,0,2,6.99,1,7,4,1,0.1,0,1,23.5,1,6.73,530,2
28,0,2,7.02,1,2,1,0,0.38,1,0,7.0,0,4.48,373,1
25,1,0,7.28,1,5,2,0,1.67,0,0,14.0,1,8.95,476,0
25,0,0,7.68,1,4,3,0,2.63,1,0,15.0,1,6.02,307,2
28,0,2,8.06,0,3,2,0,0.24,0,0,10.0,0,6.12,420,0
34,0,0,7.61,2,2,1,2,1.16,0,0,9.0,1,4.41,520,2
28,0,0,6.35,0,6,1,2,3.54,0,0,17.0,1,9.52,545,2
29,0,0,6.31,1,3,3,1,2.98,1,0,14.5,1,6.88,615,0
31,0,0,8.87,0,7,3,0,0.17,1,0,21.0,0,6.24,618,2
24,1,1,7.03,2,1,3,0,3.69,0,0,8.0,0,9.84,550,0
23,0,0,8.23,0,2,4,3,0.98,0,0,16.5,0,5.56,163,2
30,0,1,8.57,1,5,2,2,1.38,0,0,17.0,0,3.22,343,2
31,0,2,7.29,1,0,4,1,0.4,0,0,9.5,1,4.61,401,2
22,0,1,7.68,2,3,2,0,1.07,1,0,11.0,1,8.23,613,1
21,0,0,7.95,4,2,2,0,0.71,1,0,9.0,1,4.09,285,2
34,0,1,8.17,1,1,3,3,1.01,1,1,13.5,1,4.09,250,2
30,1,1,6.75,3,2,3,0,0.78,0,0,10.0,1,6.19,523,1
25,0,1,7.65,0,5,2,2,1.45,1,1,18.0,0,6.17,293,1
26,0,0,7.9,1,1,3,1,1.34,0,0,9.5,1,6.22,503,1
28,1,0,7.56,0,1,1,3,0.05,0,0,8.5,0,4.54,574,0
34,1,1,5.87,1,4,4,1,2.2,0,0,17.5,0,4.18,438,2
26,0,0,7.27,2,6,3,1,0.68,0,0,19.5,1,8.38,425,2
22,0,2,6.04,1,1,2,2,2.88,1,0,10.0,0,7.23,561,1
28,1,1,7.27,2,6,4,0,0.58,1,0,21.0,1,5.25,337,0
25,0,1,6.9,2,5,4,2,2.25,0,0,21.0,1,4.38,303,0
33,0,2,6.83,0,2,2,0,0.36,0,0,8.0,1,9.14,623,2
23,1,2,8.25,2,2,3,0,1.9,1,0,11.0,0,3.96,374,0
34,1,1,6.78,2,2,3,1,0.15,0,0,11.5,1,7.09,564,1
26,0,1,6.51,2,3,3,1,2.95,0,1,13.5,1,7.27,174,0
32,0,0,7.55,5,5,3,0,4.46,0,1,16.0,1,9.0,391,1
26,0,1,5.87,1,3,5,0,1.87,0,0,16.0,0,3.4,351,1
23,1,0,7.86,0,2,2,1,1.26,0,0,9.5,0,5.15,410,2
27,0,0,7.01,0,5,3,1,2.0,0,0,17.5,0,9.76,385,0
27,0,2,7.33,1,0,5,0,2.92,2,1,12.0,0,6.98,401,2
27,1,1,8.05,1,2,2,0,0.78,0,0,8.0,1,5.92,584,2
28,1,2,7.43,2,3,2,0,0.54,0,0,10.0,1,5.22,446,0
31,0,1,7.2,4,1,2,1,7.36,0,0,7.5,1,4.04,611,1
27,2,1,7.18,1,2,2,1,0.98,0,0,9.5,1,4.31,397,0
33,0,2,8.48,1,3,4,1,1.5,0,0,15.5,0,8.46,475,1
24,0,1,6.2,0,1,4,4,1.52,0,1,16.0,1,4.71,485,0
25,0,1,7.18,1,4,2,2,3.11,2,0,17.0,0,4.54,474,2
34,1,0,8.07,0,2,1,0,0.78,1,1,7.0,1,5.23,451,0
24,0,1,7.64,3,2,3,1,2.17,0,0,11.5,1,8.29,524,2
22,2,1,7.81,0,2,4,0,0.86,0,0,12.0,1,5.94,549,0
27,1,2,8.09,1,4,1,0,2.93,1,0,11.0,1,3.2,524,0
33,1,1,6.52,0,3,3,1,1.12,1,0,14.5,0,6.59,481,0
23,0,0,6.94,1,5,2,0,0.94,0,0,14.0,1,4.95,353,0
33,0,1,7.84,1,2,3,0,0.26,1,1,11.0,0,6.21,491,2
21,0,1,7.18,1,3,4,1,0.4,0,0,15.5,1,9.18,447,0
21,0,0,7.65,2,5,4,2,1.71,2,0,23.0,1,4.38,270,2
29,0,0,7.8,1,3,4,2,1.67,0,0,17.0,1,5.37,555,2
31,0,2,6.67,3,5,4,0,2.14,1,0,19.0,0,9.62,525,0
23,1,0,8.1,2,3,4,1,2.15,0,0,15.5,0,8.41,431,2
27,0,2,8.68,2,3,4,1,0.8,2,1,17.5,1,4.92,273,0
29,0,2,7.3,0,5,1,0,0.15,0,0,12.0,0,3.74,391,0
34,0,0,7.42,3,5,1,0,1.57,1,0,13.0,1,9.54,684,0
27,2,0,8.93,1,2,5,0,4.25,1,1,15.0,0,4.02,475,0
31,2,0,7.42,2,3,1,2,0.58,1,0,12.0,1,5.55,519,2
28,1,1,7.74,1,3,4,1,0.17,0,0,15.5,1,5.32,540,1
26,0,0,5.9,2,4,5,1,0.79,0,1,19.5,1,3.81,317,0
31,0,1,8.0,2,1,4,3,2.07,2,1,16.5,1,3.71,339,2
23,0,1,6.66,1,3,5,1,4.65,0,0,17.5,1,4.98,347,0
21,0,0,7.3,2,1,3,2,7.02,0,0,11.0,1,5.58,308,0
30,0,1,8.5,0,2,2,1,0.94,0,1,9.5,1,9.78,452,2
34,0,1,6.59,2,3,3,3,0.4,0,0,16.5,0,6.75,373,2
28,0,1,7.81,5,3,4,0,0.99,0,1,14.0,0,9.36,416,0
26,1,0,7.16,1,1,2,1,1.17,1,0,8.5,1,3.9,407,0
22,0,2,6.79,1,2,4,0,1.86,2,0,14.0,1,4.67,463,1
32,0,1,7.85,3,6,1,1,0.86,1,0,16.5,1,4.14,433,0
33,2,0,7.05,2,4,3,1,1.34,0,1,15.5,0,5.63,386,2
30,0,1,6.7,3,4,5,0,4.01,1,0,19.0,1,9.42,338,2
28,0,1,7.66,4,6,2,0,0.54,1,0,17.0,1,5.06,612,0
24,0,2,7.77,1,4,3,1,1.32,0,0,15.5,1,7.17,451,0
30,0,1,7.78,5,3,2,0,0.13,2,2,12.0,1,9.41,290,1
29,0,1,6.86,1,3,4,3,1.83,0,0,18.5,0,6.52,526,0
32,0,0,5.81,2,1,3,2,1.93,1,0,12.0,1,6.69,157,0
29,0,2,7.22,2,7,5,0,0.04,0,0,24.0,1,6.87,451,0
29,0,0,7.99,0,4,4,1,1.17,0,1,17.5,1,4.96,459,2
24,0,0,7.86,1,1,1,1,0.76,0,0,5.5,1,5.93,431,2
26,1,0,6.18,3,2,5,2,2.96,0,0,17.0,1,8.93,524,1
34,0,2,6.59,2,4,2,1,0.13,0,0,13.5,1,5.8,507,2
24,0,0,8.07,0,4,5,0,2.64,0,0,18.0,1,5.93,469,2
30,1,2,8.06,2,7,4,0,1.65,1,0,23.0,1,3.81,390,0
30,0,0,8.58,1,1,1,3,1.08,1,0,9.5,1,6.24,588,1
25,0,1,7.7,0,1,5,1,6.28,1,0,14.5,1,3.58,296,1
27,1,1,8.02,1,2,4,0,1.49,1,0,13.0,1,4.87,460,2
27,0,0,8.25,4,2,2,1,2.14,0,1,9.5,1,9.86,276,1
30,0,1,6.37,4,3,2,3,2.31,0,1,14.5,1,9.33,486,2
26,0,0,9.35,1,2,2,1,1.76,1,0,10.5,1,7.35,466,0
32,1,2,5.95,2,4,5,0,0.18,0,0,18.0,1,7.99,675,1
30,1,2,7.6,3,2,5,1,1.46,0,0,15.5,0,4.66,310,0
24,0,1,7.68,1,5,3,2,0.57,0,0,19.0,1,4.01,356,1
